301	0	46734	0	6.8595382076	drmm
301	0	39330	1	6.75480442	drmm
301	0	7811	2	6.686246990799999	drmm
301	0	24145	3	6.65862197130000	drmm
301	0	23986	4	6.4456903576	drmm
301	0	40260	5	6.3880342864	drmm
301	0	16951	6	6.3596828799	drmm
301	0	37418	7	6.320365116	drmm
301	0	22471	8	6.0846459957	drmm
301	0	41991	9	5.9866953966	drmm
301	0	38364	10	5.8876950383999995	drmm
301	0	68801	11	5.8171276383	drmm
301	0	55395	12	5.620843219199999	drmm
301	0	39493	13	5.5709473599	drmm
301	0	24143	14	5.529558567	drmm
301	0	44962	15	5.519478681600001	drmm
301	0	62372	16	5.517197162	drmm
301	0	24039	17	5.4675559172	drmm
301	0	46846	18	5.4283917792	drmm
301	0	41839	19	5.403595041	drmm
301	0	21961	20	5.357560058199999	drmm
301	0	13011	21	5.319884161899999	drmm
301	0	41288	22	5.3015119008	drmm
301	0	1628	23	5.297856912	drmm
301	0	49289	24	5.265466025399999	drmm
301	0	16502	25	5.2638692	drmm
301	0	19646	26	5.227874594599999	drmm
301	0	12487	27	5.1963345194	drmm
301	0	46832   28	5.1846730236	drmm
301	0	18129	29	5.1790333088	drmm
301	0	7688	30	5.1198898851	drmm
301	0	22596	31	5.1072336205	drmm
301	0	46733	32	5.33111421	drmm
301	0	47045	33	5.05895043	drmm
301	0	22377	34	5.049490266	drmm
301	0	41541	35	5.033904642	drmm
301	0	58058	36	5.0163437844	drmm
301	0	58028	37	5.0163437844	drmm
301	0	50511	38	5.0129461	drmm
301	0	21038	39	4.9991827045	drmm
301	0	38482	40	4.928097852900001	drmm
301	0	24277	41	4.927502437399999	drmm
301	0	67072	42	4.9741611199999	drmm
301	0	56982	43	4.9741611199999	drmm
301	0	40936	44	4.9029036536	drmm
301	0	49407	45	4.9026919283999995	drmm
301	0	3367	46	4.852660505899999	drmm
301	0	3230	47	4.852660505899999	drmm
301	0	22345	48	4.8479997574	drmm
301	0	45477	49	4.8471235104	drmm
301	0	43801	50	4.8471235104	drmm
301	0	47008	51	4.8422964762	drmm
301	0	43965	52	4.8410548675000005	drmm
301	0	41247	53	4.83567491880000	drmm
301	0	26415	54	4.83567491880000	drmm
301	0	61760	55	4.8169703714	drmm
301	0	16126	56	4.8167837341	drmm
301	0	62078	57	4.791019781699999	drmm
301	0	1865	58	4.7896349158	drmm
301	0	46780	59	4.7871361536	drmm
301	0	46757	60	4.78207216	drmm
301	0	19199	61	4.7768824936	drmm
301	0	38787	62	4.7539947499999995	drmm
301	0	12199	63	4.7366686948	drmm
301	0	18122	64	4.7360962132	drmm
301	0	68383	65	4.724388753	drmm
301	0	46857	66	4.718839280999999	drmm
301	0	19049	67	4.7045640978000005	drmm
301	0	25476	68	4.6958024862	drmm
301	0	49754	69	4.6946544832	drmm
301	0	9451	70	4.6926352792	drmm
301	0	45333	71	4.6814468792	drmm
301	0	24247	72	4.6739772882	drmm
301	0	03279   73	4.6735795289999995	drmm
301	0	1220	74	4.670331966299999	drmm
301	0	17394	75	4.664160432	drmm
301	0	19535	76	4.6569390171	drmm
301	0	68746	77	4.6371552426000004	drmm
301	0	41396	78	4.63954992000005	drmm
301	0	4741	79	4.5994607075	drmm
301	0	35487	80	4.591433232	drmm
301	0	10229	81	4.5825410982	drmm
301	0	54904	82	4.5621722979	drmm
301	0	45833	83	4.559565689499999	drmm
301	0	50049	84	4.5557827125	drmm
301	0	17175	85	4.54111434	drmm
301	0	22718	86	4.53617348000005	drmm
301	0	63515	87	4.523547776	drmm
301	0	43791	88	4.5081007573	drmm
301	0	1842	89	4.5015387252	drmm
301	0	50993	90	4.4982125427	drmm
301	0	15586	91	4.491097882	drmm
301	0	21770	92	4.4776769124	drmm
301	0	62079	93	4.474805582	drmm
301	0	34879	94	4.44998294	drmm
301	0	41863	95	4.4439698776	drmm
301	0	55219	96	4.432986050999999	drmm
301	0	59447	97	4.43131	drmm
301	0	41832	98	4.4271636354	drmm
301	0	04048	99	4.427075894400001	drmm
301	0	21779	100	4.416919037	drmm
301	0	18507	101	4.416919037	drmm
301	0	37795	102	4.4153128463	drmm
301	0	41684	103	4.4104035	drmm
301	0	36212	104	4.4036838352	drmm
301	0	33498	105	4.4036838352	drmm
301	0	33483	1	4.4036838352	drmm
301	0	09301	107	4.4005961454	drmm
301	0	08033	108	4.3960738054	drmm
301	0	24182	109	4.3916268195	drmm
301	0	51565	110	4.3907059374	drmm
301	0	40181	111	4.3815859594	drmm
301	0	10817	112	4.3668686908000005	drmm
301	0	15636	113	4.352774845000001	drmm
301	0	290129	114	4.337526864	drmm
301	0	47046	115	4.335279795	drmm
301	0	47661	116	4.3196838035	drmm
301	0	50026	117	4.3154035028	drmm
301	0	52	118	4.3147877697	drmm
301	0	43	119	4.3111986838	drmm
301	0	68498	120	4.310956870199999	drmm
301	0	218952	121	4.30596772	drmm
301	0	890034	122	4.2836676687	drmm
301	0	1549	123	4.277335216	drmm
301	0	24388	124	4.269333329499999	drmm
301	0	2931	125	4.2602096518	drmm
301	0	67116	126	4.2601119229	drmm
301	0	47281	127	4.257315799200001	drmm
301	0	60984	128	4.2549790975	drmm
301	0	31645	129	4.2513366148	drmm
301	0	45469	130	4.251294489199999	drmm
301	0	12890037	131	4.24805415	drmm
301	0	24890	132	4.2393967374	drmm
301	0	890074	133	4.2352755226	drmm
301	0	2721	134	4.193017995100001	drmm
301	0	14900199	135	4.1913018116	drmm
301	0	14772	136	4.1895188552	drmm
301	0	3370	137	4.1842282362	drmm
301	0	23432	138	4.1770722095999995	drmm
301	0	41144	139	4.1765385795	drmm
301	0	64343	140	4.174259024	drmm
301	0	1890196	141	4.1672976732	drmm
301	0	58055	142	4.16322585	drmm
301	0	58025	143	4.16322585	drmm
301	0	41394	144	4.1618457162	drmm
301	0	62543	145	4.153272004	drmm
301	0	8364	146	4.1459971936	drmm
301	0	38410	147	4.1458216887	drmm
301	0	0419900076	148	4.137986464	drmm
301	0	21105	149	4.1348322288	drmm
301	0	29000128	150	4.1279876352	drmm
301	0	25032	151	4.1279784084	drmm
301	0	26914	152	4.1255252571000005	drmm
301	0	9402	153	4.116200232900001	drmm
301	0	0119	154	4.115868563	drmm
301	0	41399	155	4.108751367	drmm
301	0	65446	156	4.10286708	drmm
301	0	9399	157	4.09846907	drmm
